虚空之女,解脱者,圣锤之毅,腕豪,牛头酋长,暮光之眼,狂野女猎手,刀锋之影,涤魂圣枪,幻翎,53128,67000,失败
虚空之女,未来守护者,含羞蓓蕾,冰霜女巫,血港鬼影,诺克萨斯之手,狂野女猎手,刀锋之影,赏金猎人,魂锁典狱长,73178,64608,胜利
虚空之女,德玛西亚之翼,雪原双子,暮光星灵,光辉女郎,德玛西亚之力,含羞蓓蕾,影流之主,沙漠玫瑰,牛头酋长,55823,63654,失败
虚空之女,迷失之牙,法外狂徒,卡牌大师,血港鬼影,未来守护者,战争之影,暮光星灵,赏金猎人,时光守护者,45694,51552,失败
虚空之女,青钢影,蜘蛛女皇,永恒梦魇,腕豪,迷失之牙,死亡颂唱者,麦林炮手,深渊巨口,魂锁典狱长,52084,63031,失败
虚空之女,酒桶,死亡颂唱者,暴怒骑士,深海泰坦,荒漠屠夫,翠神,解脱者,瘟疫之源,曙光女神,35403,45234,失败
虚空之女,迷失之牙,死亡颂唱者,暮光星灵,深海泰坦,熔岩巨兽,岩雀,麦林炮手,暴走萝莉,魂锁典狱长,66213,57877,胜利
虚空之女,扭曲树精,狂野女猎手,冰霜女巫,魂锁典狱长,暗裔剑魔,盲僧,发条魔灵,暴走萝莉,仙灵女巫,42256,36355,胜利
虚空之女,未来守护者,时间刺客,不屈之枪,牛头酋长,诺克萨斯之手,死亡颂唱者,暮光星灵,赏金猎人,魂锁典狱长,37798,25442,胜利
虚空之女,亡灵战神,兽灵行者,符文法师,魂锁典狱长,未来守护者,蜘蛛女皇,天启者,探险家,恶魔小丑,42390,57531,失败
虚空之女,荒漠屠夫,虚空掠夺者,符文法师,星簌歌姬,暗裔剑魔,痛苦之拥,正义巨像,麦林炮手,风暴之怒,36948,47259,失败
虚空之女,永恒梦魇,蜘蛛女皇,元素女皇,酒桶,腕豪,狂野女猎手,天启者,麦林炮手,牛头酋长,55305,42867,胜利
暴走萝莉,德玛西亚之力,战争之影,卡牌大师,曙光女神,诺克萨斯之手,狂野女猎手,不详之刃,麦林炮手,仙灵女巫,34403,39632,失败
暴走萝莉,德玛西亚之力,蜘蛛女皇,未来守护者,牛头酋长,山隐之焰,盲僧,离群之刺,皮城女警,曙光女神,58751,44730,胜利
暴走萝莉,青钢影,恶魔小丑,正义巨像,牛头酋长,亡灵战神,虚空遁地兽,离群之刺,探险家,天启者,40018,34989,胜利
暴走萝莉,酒桶,盲僧,魔蛇之拥,曙光女神,青钢影,蜘蛛女皇,正义巨像,探险家,天启者,39146,51298,失败
暴走萝莉,海洋之灾,虚空遁地兽,不详之刃,曙光女神,未来守护者,不灭狂雷,离群之刺,探险家,牛头酋长,53779,42364,胜利
暴走萝莉,刀锋舞者,蜘蛛女皇,九尾妖狐,深海泰坦,未来守护者,死亡颂唱者,卡牌大师,沙漠玫瑰,牛头酋长,44030,55128,失败
暴走萝莉,扭曲树精,战争之影,机械先驱,蒸汽机器人,放逐之刃,死亡颂唱者,刀锋舞者,戏命师,酒桶,54745,44908,胜利
暴走萝莉,解脱者,法外狂徒,九尾妖狐,曙光女神,离群之刺,恶魔小丑,邪恶小法师,瘟疫之源,扭曲树精,46423,53926,失败
暴走萝莉,不灭狂雷,虚空遁地兽,潮汐海灵,曙光女神,未来守护者,战争之影,邪恶小法师,麦林炮手,恶魔小丑,37929,46036,失败
暴走萝莉,德玛西亚之翼,含羞蓓蕾,酒桶,曙光女神,不灭狂雷,圣锤之毅,刀锋之影,麦林炮手,扭曲树精,61173,55408,胜利
暴走萝莉,暮光之眼,法外狂徒,不详之刃,曙光女神,炼金术士,沙漠死神,封魔剑魂,探险家,远古巫灵,52543,37662,胜利
暴走萝莉,卡牌大师,影流之镰,武器大师,魂锁典狱长,圣枪游侠,狂野女猎手,酒桶,战争女神,牛头酋长,14226,21760,失败
暴走萝莉,荒漠屠夫,盲僧,解脱者,蒸汽机器人,破败之王,蜘蛛女皇,山隐之焰,暗夜猎手,牛头酋长,46162,38341,胜利
暴走萝莉,破败之王,法外狂徒,发条魔灵,涤魂圣枪,虚空恐惧,岩雀,圣枪游侠,沙漠玫瑰,蒸汽机器人,55934,50957,胜利
暴走萝莉,山隐之焰,蜘蛛女皇,虚空行者,牛头酋长,熔岩巨兽,盲僧,诡术妖姬,荣耀行刑官,曙光女神,52958,43871,胜利
暴走萝莉,未来守护者,破败之王,卡牌大师,牛头酋长,山隐之焰,蜘蛛女皇,时间刺客,沙漠玫瑰,曙光女神,50894,45410,胜利
暴走萝莉,虚空恐惧,兽灵行者,封魔剑魂,蒸汽机器人,暗裔剑魔,狂野女猎手,解脱者,皮城女警,血港鬼影,22081,35708,失败
暴走萝莉,齐天大圣,痛苦之拥,海洋之灾,曙光女神,封魂剑魔,兽灵行者,黑暗之女,麦林炮手,牛头酋长,58281,38163,胜利
暴走萝莉,德玛西亚之力,法外狂徒,正义巨像,曙光女神,暗裔剑魔,破败之王,元素女皇,麦林炮手,牛头酋长,38136,50703,失败
暴走萝莉,含羞蓓蕾,法外狂徒,破败之王,曙光女神,狂战士,恶魔小丑,影流之主,沙漠玫瑰,牛头酋长,49444,38681,胜利
暴走萝莉,无双剑姬,北极之怒,刀锋舞者,曙光女神,熔岩巨兽,破败之王,离群之刺,圣枪游侠,腕豪,39875,25742,胜利
暴走萝莉,酒桶,虚空遁地兽,不详之刃,牛头酋长,正义巨像,法外狂徒,符文法师,沙漠玫瑰,深海泰坦,34090,26953,胜利
暴走萝莉,猩红收割者,法外狂徒,暮光星灵,曙光女神,破败之王,战争之影,血港鬼影,寒冰射手,弗雷尔卓德之心,51787,45771,胜利
暴走萝莉,无双剑姬,蜘蛛女皇,离群之刺,蒸汽机器人,迅捷斥候,永猎双子,九尾妖狐,深渊巨口,血港鬼影,42285,56689,失败
暴走萝莉,虚空恐惧,不灭狂雷,不详之刃,蒸汽机器人,血港鬼影,虚空掠夺者,诺克萨斯之手,瘟疫之源,牛头酋长,56124,51013,胜利
暴走萝莉,诺克萨斯之手,恶魔小丑,九尾妖狐,蒸汽机器人,放逐之刃,影流之镰,万花通灵,赏金猎人,牛头酋长,61756,54038,胜利
暴走萝莉,迷失之牙,死亡颂唱者,刀锋之影,蒸汽机器人,熔岩巨兽,祖安怒兽,仙灵女巫,残月之肃,深海泰坦,51762,55483,失败
暴走萝莉,圣枪游侠,盲僧,卡牌大师,星簌歌姬,刀锋舞者,破败之王,九尾妖狐,探险家,酒桶,62857,69695,失败
